pTrdSymbol;pSymbol;pSymbolName;pGroup;pExSeg;pInstType
SOUTHWEST-EQ;9678;SOUTHWEST;EQ;;
KPITTECH-BL;9684;KPITTECH;BL;;
MEDICO-BL;9687;MEDICO;BL;;
769MZ31-SG;9708;769MZ31;SG;;
64KA30C-SG;972;64KA30C;SG;;
PIXTRANS-EQ;9087;PIXTRANS;EQ;;
SOMATEX-BE;9104;SOMATEX;BE;;
INDOAMIN-BL;9119;INDOAMIN;BL;;
SFMP1DD-MF;9516;SFMP1DD;MF;;
763AP30-SG;9531;763AP30;SG;;
SAKAR-EQ;9539;SAKAR;EQ;;
ESABINDIA-EQ;955;ESABINDIA;EQ;;
78AP31A-SG;9914;78AP31A;SG;;
786MZ32-SG;9922;786MZ32;SG;;
NORBTEAEXP-BE;9431;NORBTEAEXP;BE;;
776AP32-SG;9438;776AP32;SG;;
SILVERTUC-BL;9427;SILVERTUC;BL;;
RELCHEMQ-BL;9658;RELCHEMQ;BL;;
761MH29-SG;9435;761MH29;SG;;
763MH30-SG;9437;763MH30;SG;;
SKIPPER-BL;9439;SKIPPER;BL;;
79AP34-SG;9797;79AP34;SG;;
AETHER-EQ;9810;AETHER;EQ;;
802TS35-SG;9824;802TS35;SG;;
799TN42-SG;9834;799TN42;SG;;
NV20BEES-EQ;9847;NV20BEES;EQ;;
NV20BEES-BL;9850;NV20BEES;BL;;
WEWIN-EQ;9862;WEWIN;EQ;;
RAINBOW-BL;9414;RAINBOW;BL;;
MALLCOM-BL;7974;MALLCOM;BL;;
1060ECL29-NS;7986;1060ECL29;NS;;
SILVER-BL;8005;SILVER;BL;;
BALAJITELE-EQ;9158;BALAJITELE;EQ;;
EIDPARRY-EQ;916;EIDPARRY;EQ;;
652PY30-SG;994;652PY30;SG;;
784TN52-SG;9953;784TN52;SG;;
ELECTCAST-EQ;928;ELECTCAST;EQ;;
85PFL26A-N7;9982;85PFL26A;N7;;
714RJ32-SG;7819;714RJ32;SG;;
729KA34-SG;7823;729KA34;SG;;
GVPIL-BE;7866;GVPIL;BE;;
727AR32-SG;7897;727AR32;SG;;
725MZ34-SG;8359;725MZ34;SG;;
731AP42-SG;8366;731AP42;SG;;
GLFL-BE;8412;GLFL;BE;;
678TS50-SG;878;678TS50;SG;;
AGROPHOS-BL;9107;AGROPHOS;BL;;
ARVINDFASN-EQ;9111;ARVINDFASN;EQ;;
FIDEL-SM;9858;FIDEL;SM;;
SOUTHWEST-BL;9680;SOUTHWEST;BL;;
804AP41-SG;9871;804AP41;SG;;
NEOGEN-EQ;9917;NEOGEN;EQ;;
VIKASLIFE-BL;9932;VIKASLIFE;BL;;
656MH30-SG;776;656MH30;SG;;
713TS37-SG;8299;713TS37;SG;;
713AP39-SG;8335;713AP39;SG;;
719TN42-SG;8337;719TN42;SG;;
SGBOC28VII-GB;834;SGBOC28VII;GB;;
ROTO-EQ;9049;ROTO;EQ;;
KHAICHEM-BL;905;KHAICHEM;BL;;
EPL-EQ;981;EPL;EQ;;
NLCINDIA-EQ;8585;NLCINDIA;EQ;;
VRLLOG-BL;8710;VRLLOG;BL;;
677AP38-SG;876;677AP38;SG;;
718MH30-SG;8934;718MH30;SG;;
HARIOMPIPE-EQ;8968;HARIOMPIPE;EQ;;
763HR28-SG;9770;763HR28;SG;;
741GJ37-SG;761326;741GJ37;SG;;
758KA40-SG;761329;758KA40;SG;;
862AEL31-NM;761345;862AEL31;NM;;
790ABSLI36-N0;761362;790ABSLI36;N0;;
769HR44-SG;761376;769HR44;SG;;
722AS32-SG;761411;722AS32;SG;;
699NL30-SG;761414;699NL30;SG;;
779PY41-SG;761417;779PY41;SG;;
765MP41-SG;761418;765MP41;SG;;
744NBRD29-N0;761425;744NBRD29;N0;;
729GJ34-SG;761456;729GJ34;SG;;
749RJ36-SG;761459;749RJ36;SG;;
91ICFL29-N0;761465;91ICFL29;N0;;
364D190327-TB;761481;364D190327;TB;;
788UK46-SG;761493;788UK46;SG;;
BCPL-EQ;761494;BCPL;EQ;;
779JK51-SG;761521;779JK51;SG;;
723EXIM31-N0;761526;723EXIM31;N0;;
INNOVISION-EQ;761528;INNOVISION;EQ;;
ARSIFHRHD-SF;761546;ARSIFHRHD;SF;;
ALSDG-SF;761591;ALSDG;SF;;
843IHFL29-NC;7668;843IHFL29;NC;;
724RJ32A-SG;8136;724RJ32A;SG;;
709RJ32-SG;8191;709RJ32;SG;;
723TN32-SG;8573;723TN32;SG;;
724RJ32B-SG;8574;724RJ32B;SG;;
735UP34-SG;8702;735UP34;SG;;
GSTL-ST;9768;GSTL;ST;;
MIDCAP-EQ;8077;MIDCAP;EQ;;
DALBHARAT-BL;8091;DALBHARAT;BL;;
LOWVOL1-EQ;8632;LOWVOL1;EQ;;
731KL32-SG;8686;731KL32;SG;;
645RJ30-SG;855;645RJ30;SG;;
672HR35-SG;867;672HR35;SG;;
843SCL27-YS;9273;843SCL27;YS;;
NEXTMEDIA-EQ;9867;NEXTMEDIA;EQ;;
RADICO-EQ;10990;RADICO;EQ;;
GUJGASLTD-BL;10602;GUJGASLTD;BL;;
HDFCNIF100-EQ;10633;HDFCNIF100;EQ;;
795HR37-SG;10640;795HR37;SG;;
793RJ45-SG;10645;793RJ45;SG;;
DCMNVL-BL;11040;DCMNVL;BL;;
HPIL-BL;11802;HPIL;BL;;
RENUKA-EQ;12026;RENUKA;EQ;;
UTIDAP35P1-MF;12039;UTIDAP35P1;MF;;
UTIRAP35P1-MF;12048;UTIRAP35P1;MF;;
INDIANHUME-BL;12090;INDIANHUME;BL;;
KHANDSE-BL;12100;KHANDSE;BL;;
BANKBARODA-BL;12243;BANKBARODA;BL;;
BATAINDIA-BL;12249;BATAINDIA;BL;;
BBTC-BL;12250;BBTC;BL;;
BLUEDART-BL;12270;BLUEDART;BL;;
BLUESTARCO-BL;12271;BLUESTARCO;BL;;
795AP39-SG;10215;795AP39;SG;;
SGBJUN30-GB;10232;SGBJUN30;GB;;
CONFIPET-BL;10241;CONFIPET;BL;;
782HP32-SG;10247;782HP32;SG;;
EMKAYTOOLS-SM;10253;EMKAYTOOLS;SM;;
SGBJUN27-GB;10261;SGBJUN27;GB;;
772AP35-SG;10718;772AP35;SG;;
SHAREINDIA-EQ;104;SHAREINDIA;EQ;;
MUTHOOTCAP-EQ;10415;MUTHOOTCAP;EQ;;
STEELCITY-BL;10425;STEELCITY;BL;;
OSEINTRUST-BL;10444;OSEINTRUST;BL;;
UNITDSPR-EQ;10447;UNITDSPR;EQ;;
781HR32B-SG;10461;781HR32B;SG;;
781RJ32-SG;10462;781RJ32;SG;;
782NL32-SG;10463;782NL32;SG;;
VEEKAYEM-SM;10710;VEEKAYEM;SM;;
FOSECOIND-EQ;1073;FOSECOIND;EQ;;
737NTPC35C-NA;10744;737NTPC35C;NA;;
ZENSARTECH-EQ;1076;ZENSARTECH;EQ;;
GLAND-EQ;1186;GLAND;EQ;;
776HR30-SG;11867;776HR30;SG;;
784HP37-SG;11874;784HP37;SG;;
ARE&M-EQ;100;ARE&M;EQ;;
SFMP6DR-MF;10052;SFMP6DR;MF;;
EMAMIPAP-EQ;10074;EMAMIPAP;EQ;;
EMAMIPAP-BL;10083;EMAMIPAP;BL;;
NATHBIOGEN-BL;11068;NATHBIOGEN;BL;;
AGRITECH-EQ;11072;AGRITECH;EQ;;
756TS40-SG;11160;756TS40;SG;;
87SCL27-Z6;11356;87SCL27;Z6;;
APOLLO-BL;1137;APOLLO;BL;;
MAHABANK-EQ;11377;MAHABANK;EQ;;
656MH32-SG;1000;656MH32;SG;;
CONS-EQ;10512;CONS;EQ;;
SHARDAMOTR-BL;10533;SHARDAMOTR;BL;;
NAVKARCORP-EQ;10557;NAVKARCORP;EQ;;
743HP28-SG;10559;743HP28;SG;;
AGNI-SM;10491;AGNI;SM;;
753NTPC30E-NC;10749;753NTPC30E;NC;;
765AS32-SG;10765;765AS32;SG;;
774TS46-SG;10784;774TS46;SG;;
647KA30-SG;1080;647KA30;SG;;
782AP42-SG;10555;782AP42;SG;;
RAMAPHO-EQ;10568;RAMAPHO;EQ;;
746TS49-SG;10965;746TS49;SG;;
TAPIFRUIT-SM;10986;TAPIFRUIT;SM;;
LIBAS-BL;11084;LIBAS;BL;;
DREDGECORP-EQ;11271;DREDGECORP;EQ;;
TVTODAY-EQ;11275;TVTODAY;EQ;;
767HR32-SG;11284;767HR32;SG;;
771MN32-SG;11286;771MN32;SG;;
768WB32-SG;11291;768WB32;SG;;
778MZ37-SG;11294;778MZ37;SG;;
772WB38-SG;11295;772WB38;SG;;
BALAXI-EQ;11309;BALAXI;EQ;;
774GA32-SG;11597;774GA32;SG;;
781UP34-SG;11603;781UP34;SG;;
777JK37-SG;11604;777JK37;SG;;
SFMP6GD-MF;10055;SFMP6GD;MF;;
SFMP6GR-MF;10060;SFMP6GR;MF;;
TCI-EQ;10580;TCI;EQ;;
LOYALTEX-BE;10605;LOYALTEX;BE;;
SADBHIN-BL;10621;SADBHIN;BL;;
777RJ32-SG;10638;777RJ32;SG;;
793TN42-SG;10644;793TN42;SG;;
SIRCA-BL;11052;SIRCA;BL;;
771AP34-SG;11281;771AP34;SG;;
769GA32-SG;11283;769GA32;SG;;
GTECJAINX-EQ;1129;GTECJAINX;EQ;;
LUXIND-EQ;11301;LUXIND;EQ;;
784TS34-SG;11409;784TS34;SG;;
RKFORGE-EQ;11411;RKFORGE;EQ;;
77KL47-SG;11424;77KL47;SG;;
KRITINUT-BL;11434;KRITINUT;BL;;
GIPCL-EQ;1145;GIPCL;EQ;;
GOKEX-EQ;11778;GOKEX;EQ;;
767KA32-SG;11984;767KA32;SG;;
ASHIMASYN-BL;12047;ASHIMASYN;BL;;
BPL-BL;12055;BPL;BL;;
747TS31-SG;10904;747TS31;SG;;
745BR32-SG;10956;745BR32;SG;;
746MP32-SG;10957;746MP32;SG;;
745AP42-SG;10963;745AP42;SG;;
VIVIANA-SM;10967;VIVIANA;SM;;
801WB41-SG;10393;801WB41;SG;;
SATIN-BL;10450;SATIN;BL;;
SATIN-EQ;10453;SATIN;EQ;;
POWERMECH-BL;10469;POWERMECH;BL;;
782SK32-SG;10470;782SK32;SG;;
AXISILVER-EQ;11193;AXISILVER;EQ;;
PATELENG-EQ;11699;PATELENG;EQ;;
728IRFC30-NG;11730;728IRFC30;NG;;
RML-EQ;11975;RML;EQ;;
768BR32-SG;11985;768BR32;SG;;
66HP30-SG;1221;66HP30;SG;;
ASAL-BL;12216;ASAL;BL;;
793AP33-SG;10203;793AP33;SG;;
793TS35-SG;10207;793TS35;SG;;
SENSEXBETA-EQ;10515;SENSEXBETA;EQ;;
SENSEXBETA-BL;10517;SENSEXBETA;BL;;
CONS-BL;10520;CONS;BL;;
768AS32-SG;10528;768AS32;SG;;
785KL35-SG;10532;785KL35;SG;;
767NL32-SG;10541;767NL32;SG;;
DREAMFOLKS-EQ;10859;DREAMFOLKS;EQ;;
DREAMFOLKS-BL;10863;DREAMFOLKS;BL;;
745TS30-SG;10902;745TS30;SG;;
758PN42-SG;10907;758PN42;SG;;
758GA37-SG;10912;758GA37;SG;;
675KA34-SG;1092;675KA34;SG;;
GODREJIND-EQ;10925;GODREJIND;EQ;;
DIVISLAB-EQ;10940;DIVISLAB;EQ;;
STCINDIA-EQ;10948;STCINDIA;EQ;;
NATHBIOGEN-EQ;11065;NATHBIOGEN;EQ;;
756WB42-SG;11161;756WB42;SG;;
PKTEA-EQ;10321;PKTEA;EQ;;
795TS35-SG;10382;795TS35;SG;;
802AP38-SG;10383;802AP38;SG;;
797AP36-SG;10639;797AP36;SG;;
795TS37-SG;10642;795TS37;SG;;
777HR32-SG;10652;777HR32;SG;;
MNC-EQ;10676;MNC;EQ;;
NIFTYQLITY-BL;10692;NIFTYQLITY;BL;;
TMB-EQ;10945;TMB;EQ;;
745HR32-SG;10955;745HR32;SG;;
749HP34-SG;10959;749HP34;SG;;
INDORAMA-EQ;10993;INDORAMA;EQ;;
SHAREINDIA-BL;110;SHAREINDIA;BL;;
797WB42-SG;10454;797WB42;SG;;
777GJ32-SG;10459;777GJ32;SG;;
POWERMECH-EQ;10473;POWERMECH;EQ;;
FACT-EQ;1008;FACT;EQ;;
AYMSYNTEX-EQ;10285;AYMSYNTEX;EQ;;
KCK-SM;10293;KCK;SM;;
RAMASTEEL-EQ;10300;RAMASTEEL;EQ;;
765RJ32-SG;10543;765RJ32;SG;;
BANKIETF-BL;11038;BANKIETF;BL;;
SKP-SM;10325;SKP;SM;;
RADHIKAJWE-BL;10345;RADHIKAJWE;BL;;
AARON-BL;1039;AARON;BL;;
STEELCITY-EQ;10406;STEELCITY;EQ;;
77TN42-SG;10844;77TN42;SG;;
GVPTECH-BL;10869;GVPTECH;BL;;
JFLLIFE-SM;10885;JFLLIFE;SM;;
KORE-SM;10889;KORE;SM;;
DBOL-EQ;10893;DBOL;EQ;;
791TS43-SG;10269;791TS43;SG;;
AARON-EQ;1030;AARON;EQ;;
PPL-EQ;10297;PPL;EQ;;
803AP36-SG;10355;803AP36;SG;;
MANORAMA-EQ;10227;MANORAMA;EQ;;
FEDERALBNK-EQ;1023;FEDERALBNK;EQ;;
CONFIPET-EQ;10238;CONFIPET;EQ;;
KAYA-EQ;10276;KAYA;EQ;;
NGLFINE-EQ;10277;NGLFINE;EQ;;
NGLFINE-BL;10286;NGLFINE;BL;;
PPL-BL;10298;PPL;BL;;
ORICONENT-BL;10162;ORICONENT;BL;;
MUTHOOTCAP-BL;10418;MUTHOOTCAP;BL;;
AXISBNKETF-EQ;1044;AXISBNKETF;EQ;;
779AP31-SG;10458;779AP31;SG;;
771KL42-SG;10845;771KL42;SG;;
771AP37-SG;10848;771AP37;SG;;
GABRIEL-EQ;1085;GABRIEL;EQ;;
767KL34-SG;10851;767KL34;SG;;
761HR32-SG;10853;761HR32;SG;;
MOVALUE-EQ;10825;MOVALUE;EQ;;
MOVALUE-BL;10829;MOVALUE;BL;;
SEYAIND-BL;10834;SEYAIND;BL;;
SEYAIND-BE;10836;SEYAIND;BE;;
HDFC1406RG-MF;10842;HDFC1406RG;MF;;
762BR32-SG;10854;762BR32;SG;;
795AP38-SG;10214;795AP38;SG;;
OFSS-EQ;10738;OFSS;EQ;;
762NTPC35F-ND;10751;762NTPC35F;ND;;
776KL38-SG;10773;776KL38;SG;;
NOIDATOLL-EQ;10786;NOIDATOLL;EQ;;
CANBK-EQ;10794;CANBK;EQ;;
ADANIENSOL-BL;10220;ADANIENSOL;BL;;
782AS32-SG;10246;782AS32;SG;;
DYCL-BL;10426;DYCL;BL;;
807WB38-SG;10478;807WB38;SG;;
797HR42-SG;10479;797HR42;SG;;
RAMRAT-BL;10487;RAMRAT;BL;;
INFOBEAN-EQ;11027;INFOBEAN;EQ;;
679PN35-SG;1007;679PN35;SG;;
MNC-BL;10678;MNC;BL;;
MOMENTUM-EQ;10693;MOMENTUM;EQ;;
SURANAT&P-EQ;10700;SURANAT&P;EQ;;
MOMENTUM-BL;10704;MOMENTUM;BL;;
ORICONENT-EQ;10159;ORICONENT;EQ;;
SETFNIF50-BL;10177;SETFNIF50;BL;;
SHYAMCENT-BL;10191;SHYAMCENT;BL;;
795AP40-SG;10216;795AP40;SG;;
765GJ29-SG;10233;765GJ29;SG;;
776HP30-SG;10235;776HP30;SG;;
SYNGENE-BL;10245;SYNGENE;BL;;
782WB32-SG;10252;782WB32;SG;;
795AP40A-SG;10255;795AP40A;SG;;
79TS44-SG;10271;79TS44;SG;;
792TS45-SG;10272;792TS45;SG;;
INDIAMART-BL;10728;INDIAMART;BL;;
728NTPC30B-N9;10741;728NTPC30B;N9;;
65GJ30-SG;1075;65GJ30;SG;;
659HR30-SG;1077;659HR30;SG;;
748HP33-SG;10958;748HP33;SG;;
75HP36-SG;10960;75HP36;SG;;
745AP40-SG;10962;745AP40;SG;;
MARUTI-EQ;10999;MARUTI;EQ;;
LIBAS-EQ;11082;LIBAS;EQ;;
679AP34-SG;1004;679AP34;SG;;
SFMP6DD-MF;10051;SFMP6DD;MF;;
789TS34-SG;10334;789TS34;SG;;
792AP41-SG;10337;792AP41;SG;;
787TN33-SG;10338;787TN33;SG;;
RADHIKAJWE-EQ;10343;RADHIKAJWE;EQ;;
783MN32-SG;10368;783MN32;SG;;
798RJ42-SG;10381;798RJ42;SG;;
GRMOVER-EQ;10871;GRMOVER;EQ;;
GRMOVER-BL;10873;GRMOVER;BL;;
HDFCSILVER-EQ;10876;HDFCSILVER;EQ;;
HDFCSILVER-BL;10878;HDFCSILVER;BL;;
753AS32-SG;10906;753AS32;SG;;
TMB-BL;10950;TMB;BL;;
OAL-BL;10775;OAL;BL;;
775PN42-SG;10782;775PN42;SG;;
NUCLEUS-EQ;10791;NUCLEUS;EQ;;
SATIA-EQ;11045;SATIA;EQ;;
SHREEPUSHK-EQ;10588;SHREEPUSHK;EQ;;
HDFCNEXT50-EQ;10619;HDFCNEXT50;EQ;;
754AS28-SG;10646;754AS28;SG;;
PONNIERODE-EQ;10661;PONNIERODE;EQ;;
BALKRISHNA-BL;10184;BALKRISHNA;BL;;
781TN52-SG;10190;781TN52;SG;;
753AS27-SG;10195;753AS27;SG;;
785MP32-SG;10198;785MP32;SG;;
794AP34-SG;10206;794AP34;SG;;
794TS36-SG;10212;794TS36;SG;;
SYNGENE-EQ;10243;SYNGENE;EQ;;
794PN42-SG;10333;794PN42;SG;;
797AP39-SG;10336;797AP39;SG;;
FINCABLES-EQ;1038;FINCABLES;EQ;;
661RJ30-SG;1083;661RJ30;SG;;
HDFC1406DG-MF;10839;HDFC1406DG;MF;;
HDFC1406RD-MF;10841;HDFC1406RD;MF;;
HDFC1406RQ-MF;10843;HDFC1406RQ;MF;;
771AP42-SG;10846;771AP42;SG;;
GVPTECH-EQ;10865;GVPTECH;EQ;;
KPITTECH-EQ;9683;KPITTECH;EQ;;
770MH32-SG;9722;770MH32;SG;;
772RJ35-SG;9725;772RJ35;SG;;
NIFTYBETA-EQ;10511;NIFTYBETA;EQ;;
757HP31-SG;10526;757HP31;SG;;
774MZ33-SG;10540;774MZ33;SG;;
68JK35-SG;1009;68JK35;SG;;
688WB40-SG;1015;688WB40;SG;;
BALKRISHNA-EQ;10181;BALKRISHNA;EQ;;
785AS32-SG;10197;785AS32;SG;;
793TS34-SG;10204;793TS34;SG;;
796WB37-SG;10213;796WB37;SG;;
INFRAIETF-EQ;10723;INFRAIETF;EQ;;
SPORTKING-EQ;10733;SPORTKING;EQ;;
SPORTKING-BL;10736;SPORTKING;BL;;
655GA30-SG;1074;655GA30;SG;;
UNIONBANK-EQ;10753;UNIONBANK;EQ;;
APTECHT-EQ;10755;APTECHT;EQ;;
VERTIS-IV;10757;VERTIS;IV;;
766UP32-SG;10771;766UP32;SG;;
AMEYA-SM;10898;AMEYA;SM;;
758AP42-SG;10913;758AP42;SG;;
753BR32-SG;10923;753BR32;SG;;
658UP30-SG;1239;658UP30;SG;;
GHCL-BL;12390;GHCL;BL;;
GODREJIND-BL;12402;GODREJIND;BL;;
GUJALKALI-BL;12419;GUJALKALI;BL;;
AAATECH-EQ;12533;AAATECH;EQ;;
673TN40-SG;1254;673TN40;SG;;
LUMAXIND-BL;12564;LUMAXIND;BL;;
LYKALABS-BL;12566;LYKALABS;BL;;
RANASUG-BL;12704;RANASUG;BL;;
SASKEN-BL;12736;SASKEN;BL;;
KOHINOOR-BL;12737;KOHINOOR;BL;;
RSWM-BL;12696;RSWM;BL;;
MUKTAARTS-BL;12114;MUKTAARTS;BL;;
RSSOFTWARE-BL;12141;RSSOFTWARE;BL;;
SAMBHAAV-BL;12143;SAMBHAAV;BL;;
SHREERAMA-BL;12146;SHREERAMA;BL;;
TAINWALCHM-BL;12158;TAINWALCHM;BL;;
UNIENTER-BL;12163;UNIENTER;BL;;
HNDFDS-EQ;12173;HNDFDS;EQ;;
BIRLANU-BL;12454;BIRLANU;BL;;
664AS30-SG;1246;664AS30;SG;;
IFCI-BL;12462;IFCI;BL;;
INDIANCARD-BL;12475;INDIANCARD;BL;;
RAMCOSYS-BL;12703;RAMCOSYS;BL;;
RAYMOND-BL;12708;RAYMOND;BL;;
RCF-BL;12709;RCF;BL;;
RELINFRA-BL;12711;RELINFRA;BL;;
RIIL-BL;12718;RIIL;BL;;
RUCHINFRA-BL;12723;RUCHINFRA;BL;;
SAIL-BL;12728;SAIL;BL;;
SBIN-BL;12740;SBIN;BL;;
COFORGE-BL;12631;COFORGE;BL;;
AARTISURF-P1;12121;AARTISURF;P1;;
ONWARDTEC-BL;12126;ONWARDTEC;BL;;
RADAAN-BL;12136;RADAAN;BL;;
TNTELE-BL;12160;TNTELE;BL;;
CENTEXT-BL;12291;CENTEXT;BL;;
CHAMBLFERT-BL;12294;CHAMBLFERT;BL;;
77BR32-SG;12300;77BR32;SG;;
CRISIL-BL;12315;CRISIL;BL;;
HIKAL-BL;12438;HIKAL;BL;;
HINDPETRO-BL;12446;HINDPETRO;BL;;
AGI-BL;12447;AGI;BL;;
AKZOINDIA-BL;12457;AKZOINDIA;BL;;
IGARASHI-BL;12464;IGARASHI;BL;;
10CAGL27-N5;12465;10CAGL27;N5;;
FINIETF-BL;12589;FINIETF;BL;;
MFSL-BL;12590;MFSL;BL;;
MCLEODRUSS-BL;12592;MCLEODRUSS;BL;;
NEXTMEDIA-BL;12597;NEXTMEDIA;BL;;
UMIYA-MRO-BL;12607;UMIYA-MRO;BL;;
NATCOPHARM-BL;12622;NATCOPHARM;BL;;
779RJ32-SG;11404;779RJ32;SG;;
782AP35-SG;11412;782AP35;SG;;
77PN42-SG;11416;77PN42;SG;;
SALZERELEC-BL;11419;SALZERELEC;BL;;
NDTV-EQ;11427;NDTV;EQ;;
BANKBEES-EQ;11439;BANKBEES;EQ;;
LICNETFSEN-EQ;11441;LICNETFSEN;EQ;;
SUZLON-EQ;12018;SUZLON;EQ;;
UTIDGR35P1-MF;12040;UTIDGR35P1;MF;;
UTIDMP35P1-MF;12041;UTIDMP35P1;MF;;
ADROITINFO-BL;12045;ADROITINFO;BL;;
ELECTCAST-BL;12346;ELECTCAST;BL;;
ENGINERSIN-BL;12350;ENGINERSIN;BL;;
652MH30-SG;1236;652MH30;SG;;
FACT-BL;12362;FACT;BL;;
NLCINDIA-BL;12629;NLCINDIA;BL;;
NOCIL-BL;12636;NOCIL;BL;;
NUCLEUS-BL;12642;NUCLEUS;BL;;
ONGC-BL;12646;ONGC;BL;;
SATIA-BL;11047;SATIA;BL;;
SECURKLOUD-EQ;11058;SECURKLOUD;EQ;;
STARPAPER-BL;12781;STARPAPER;BL;;
STCINDIA-BL;12782;STCINDIA;BL;;
STLTECH-BL;12785;STLTECH;BL;;
SPMLINFRA-BL;12787;SPMLINFRA;BL;;
SUNDRMFAST-BL;12792;SUNDRMFAST;BL;;
ROUTE-EQ;128;ROUTE;EQ;;
SUVEN-BL;12805;SUVEN;BL;;
TATAINVEST-BL;12815;TATAINVEST;BL;;
DCXINDIA-BL;11901;DCXINDIA;BL;;
SWELECTES-EQ;11909;SWELECTES;EQ;;
SPLIL-EQ;11935;SPLIL;EQ;;
GLAND-BL;1194;GLAND;BL;;
ANZEN-IV;11945;ANZEN;IV;;
DICIND-BL;12332;DICIND;BL;;
EIHOTEL-BL;12343;EIHOTEL;BL;;
EVEREADY-BL;12358;EVEREADY;BL;;
HDFCNIF100-BL;10636;HDFCNIF100;BL;;
774AP31-SG;10647;774AP31;SG;;
HARSHA-BL;11172;HARSHA;BL;;
PVTBANIETF-EQ;11386;PVTBANIETF;EQ;;
781HR32C-SG;11690;781HR32C;SG;;
788MP33-SG;11695;788MP33;SG;;
ALKEM-EQ;11703;ALKEM;EQ;;
782AS32A-SG;11764;782AS32A;SG;;
UNIENTER-EQ;11293;UNIENTER;EQ;;
BALAXI-BL;11313;BALAXI;BL;;
APOLLO-EQ;1134;APOLLO;EQ;;
AMBUJACEM-BL;12420;AMBUJACEM;BL;;
HERITGFOOD-BL;12435;HERITGFOOD;BL;;
SCHAEFFLER-EQ;1011;SCHAEFFLER;EQ;;
POONAWALLA-BL;12572;POONAWALLA;BL;;
MAHSEAMLES-BL;12577;MAHSEAMLES;BL;;
CASTROLIND-BL;1258;CASTROLIND;BL;;
MANINDS-BL;12583;MANINDS;BL;;
MIRZAINT-BL;12599;MIRZAINT;BL;;
PRECAM-EQ;12603;PRECAM;EQ;;
WELENT-BL;12609;WELENT;BL;;
MUNJALSHOW-BL;12614;MUNJALSHOW;BL;;
HEIDELBERG-BL;12616;HEIDELBERG;BL;;
SIRCA-EQ;11050;SIRCA;EQ;;
KSOLVES-EQ;11060;KSOLVES;EQ;;
SECURKLOUD-BL;11061;SECURKLOUD;BL;;
IDFCFIRSTB-BL;11187;IDFCFIRSTB;BL;;
UTIRQP35P1-MF;12071;UTIRQP35P1;MF;;
OLECTRA-BL;12079;OLECTRA;BL;;
KAYNES-BL;12096;KAYNES;BL;;
AMBER-BL;1192;AMBER;BL;;
NECLIFE-EQ;11927;NECLIFE;EQ;;
AMIABLE-ST;11942;AMIABLE;ST;;
VIVIMEDLAB-EQ;11965;VIVIMEDLAB;EQ;;
PIDILITIND-BL;12674;PIDILITIND;BL;;
PNB-BL;12675;PNB;BL;;
PONNIERODE-BL;12680;PONNIERODE;BL;;
MBAPL-EQ;12686;MBAPL;EQ;;
PRSMJOHNSN-BL;12688;PRSMJOHNSN;BL;;
LUPIN-BL;12565;LUPIN;BL;;
SWSOLAR-BL;12575;SWSOLAR;BL;;
MARALOVER-BL;12584;MARALOVER;BL;;
MARKSANS-BL;12586;MARKSANS;BL;;
MURUDCERA-BL;12615;MURUDCERA;BL;;
APOLLOHOSP-BL;12209;APOLLOHOSP;BL;;
ARCHIES-BL;12213;ARCHIES;BL;;
ARVIND-BL;12214;ARVIND;BL;;
ASIANPAINT-BL;12220;ASIANPAINT;BL;;
ATUL-BL;12225;ATUL;BL;;
FINPIPE-BL;12369;FINPIPE;BL;;
GINNIFILA-BL;12392;GINNIFILA;BL;;
GLENMARK-BL;12395;GLENMARK;BL;;
IPCALAB-BL;12493;IPCALAB;BL;;
JINDALPHOT-BL;12513;JINDALPHOT;BL;;
JSL-BL;12523;JSL;BL;;
757HR30-SG;12664;757HR30;SG;;
PNBGILTS-BL;12676;PNBGILTS;BL;;
762GA32-SG;12678;762GA32;SG;;
TTKHLTCARE-EQ;11369;TTKHLTCARE;EQ;;
TIPSFILMS-EQ;11374;TIPSFILMS;EQ;;
778MZ32-SG;11401;778MZ32;SG;;
SSWL-EQ;11829;SSWL;EQ;;
785HP36-SG;11870;785HP36;SG;;
CALSOFT-BL;12282;CALSOFT;BL;;
739ML26-SG;12289;739ML26;SG;;
CONSOFINVT-BL;12309;CONSOFINVT;BL;;
COROMANDEL-BL;12310;COROMANDEL;BL;;
SHARDAMOTR-EQ;10530;SHARDAMOTR;EQ;;
764TN32-SG;10544;764TN32;SG;;
NAVKARCORP-BL;10560;NAVKARCORP;BL;;
MPSLTD-EQ;10578;MPSLTD;EQ;;
MARKSANS-EQ;10579;MARKSANS;EQ;;
BHARTIARTL-EQ;10604;BHARTIARTL;EQ;;
BAJAJHIND-BL;12235;BAJAJHIND;BL;;
FOSECOIND-BL;12374;FOSECOIND;BL;;
ITI-BL;12497;ITI;BL;;
JAICORPLTD-BL;12503;JAICORPLTD;BL;;
JAYBARMARU-BL;12505;JAYBARMARU;BL;;
JPPOWER-BL;12522;JPPOWER;BL;;
JSWSTEEL-BL;12524;JSWSTEEL;BL;;
JYOTISTRUC-BL;12527;JYOTISTRUC;BL;;
KABRAEXTRU-BL;12528;KABRAEXTRU;BL;;
75AP28-SG;12660;75AP28;SG;;
76GJ32-SG;12667;76GJ32;SG;;
PCBL-BL;12672;PCBL;BL;;
